,Name,Address,Geocodes
37,"FLAUM CONSULTANTS, INC.","348 Wilton Rd W, Ridgefield, CT 06877, USA","{'lat': 41.2648502, 'lng': -73.4959848}"
38,National Express Corp,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
39,Cicada Bus Service Inc,"228 Cicada Ln, Milford, DE 19963, USA","{'lat': 38.9624912, 'lng': -75.434116}"
40,Hamilton Bus Co Inc,"707 Chestnut Oak Dr N, Jacksonville, FL 32218, USA","{'lat': 30.452794, 'lng': -81.65519689999999}"
41,Aguirre Graciela,"19752 NW 60th Ct, Hialeah, FL 33015, USA","{'lat': 25.9517757, 'lng': -80.30052649999999}"
42,Vazquez Bello Aurora E,"3125 NW 24th Ave, Miami, FL 33142, USA","{'lat': 25.8051201, 'lng': -80.2357256}"
43,Teresa F Castro,"9451 SW 17th Terrace, Miami, FL 33165, USA","{'lat': 25.7531102, 'lng': -80.34871679999999}"
44,Gus Vidal Bus Service,"13745 SW 18th Terrace, Miami, FL 33175, USA","{'lat': 25.7505716, 'lng': -80.4003213}"
45,Jose Zunzunegui School Bus,"7871 SW 127th Rd, Miami, FL 33183, USA","{'lat': 25.6931746, 'lng': -80.4015479}"
46,Arbide Ramon & Georgina,"325 SW 133rd Ct, Miami, FL 33184, USA","{'lat': 25.7646566, 'lng': -80.41024349999999}"
47,Beckham School Bus,"70 E 159th St, Markham, IL 60426, USA","{'lat': 41.6003938, 'lng': -87.6514258}"
48,Paige Bus Enterprise,"610 W 138th St, Riverdale, IL 60827, USA","{'lat': 41.6434145, 'lng': -87.6371076}"
49,Kid Commuter,"795 Woodsong Ln, Brentwood, CA 94513, USA","{'lat': 37.9250709, 'lng': -121.7108843}"
50,Lawalker.com,"23441 S Pointe Dr, Laguna Hills, CA 92653, USA","{'lat': 33.6261266, 'lng': -117.7209119}"
51,Panache Productions,"19904 Terri Dr, Santa Clarita, CA 91351, USA","{'lat': 34.414605, 'lng': -118.4833097}"
52,Richmond Transportation,"8927 Dalewood Ave, Pico Rivera, CA 90660, USA","{'lat': 33.9516577, 'lng': -118.0959223}"
53,First Student Inc,"132 W Dudley Town Rd, Bloomfield, CT 06002, USA","{'lat': 41.8617585, 'lng': -72.71615849999999}"
54,Dattco Inc,"20 Industrial Dr, Mazomanie, WI 53560, USA","{'lat': 43.17422450000001, 'lng': -89.80999159999999}"
55,Dattco Tours Inc,"20 Industrial Dr, Mazomanie, WI 53560, USA","{'lat': 43.17422450000001, 'lng': -89.80999159999999}"
56,First Student Inc,"5 Glen Rd #6, New Fairfield, CT 06812, USA","{'lat': 41.454386, 'lng': -73.48577310000002}"
57,"Dattco, Inc","583 South St, Newburgh, NY 12550, USA","{'lat': 41.5085629, 'lng': -74.0342722}"
58,Dattco Inc,"583 South St, Newburgh, NY 12550, USA","{'lat': 41.5085629, 'lng': -74.0342722}"
59,Dattco,"583 South St, Newburgh, NY 12550, USA","{'lat': 41.5085629, 'lng': -74.0342722}"
60,Dattco Tours Inc,"583 South St, Newburgh, NY 12550, USA","{'lat': 41.5085629, 'lng': -74.0342722}"
61,Dattco Travel Services,"583 South St, Newburgh, NY 12550, USA","{'lat': 41.5085629, 'lng': -74.0342722}"
62,Dattco Tours Inc,"63 S Canal St, Plainville, CT 06062, USA","{'lat': 41.6622893, 'lng': -72.8715441}"
63,First Student Inc,"204 Main St, Liberty, KS 67351, USA","{'lat': 37.1557655, 'lng': -95.5963299}"
64,M & J Bus Co Inc,"485 New Britain Ave, Unionville, CT 06085, USA","{'lat': 41.7446463, 'lng': -72.8701658}"
65,Edwin Smyth & Son Inc,"3415 W Lake Mary Blvd, Lake Mary, FL 32746, USA","{'lat': 28.7554528, 'lng': -81.33848549999999}"
66,Montville High School,"800 Old Colchester Rd #1, Oakdale, CT 06370, USA","{'lat': 41.45738619999999, 'lng': -72.16371769999999}"
67,Montville High School,"500 Chesterfield Rd, Hinsdale, NH 03451, USA","{'lat': 42.8205591, 'lng': -72.48178659999999}"
68,Montville School Supt,"800 Old Colchester Rd #1, Oakdale, CT 06370, USA","{'lat': 41.45738619999999, 'lng': -72.16371769999999}"
69,First Student Inc,"83 Jewett City Rd, Taftville, CT 06380, USA","{'lat': 41.5576454, 'lng': -72.0466594}"
70,Cheshire Bus Depot,"157 Sandbank Rd, Cheshire, CT 06410, USA","{'lat': 41.5322733, 'lng': -72.8975142}"
71,Dattco Inc,"157 Sandbank Rd, Cheshire, CT 06410, USA","{'lat': 41.5322733, 'lng': -72.8975142}"
72,Dattco,"157 Sandbank Rd, Cheshire, CT 06410, USA","{'lat': 41.5322733, 'lng': -72.8975142}"
73,All Star Transportation LLC,"31 Pecks Ln #9, Newtown, CT 06470, USA","{'lat': 41.383903, 'lng': -73.2782355}"
74,First Student,"15 Prospect St, Great Neck, NY 11021, USA","{'lat': 40.7857669, 'lng': -73.71553639999999}"
75,First Student Inc,"15 Prospect St, Great Neck, NY 11021, USA","{'lat': 40.7857669, 'lng': -73.71553639999999}"
76,Laidlaw Transit Inc,"1351 Dixwell Ave, Hamden, CT 06514, USA","{'lat': 41.3497142, 'lng': -72.93116909999999}"
77,Durham School Services,"70 Chestnut St, Springfield, MA 01103, USA","{'lat': 42.1037517, 'lng': -72.5876266}"
78,New Haven Bus Svc Inc,"235 Front Ave, West Haven, CT 06516, USA","{'lat': 41.289818, 'lng': -72.95211669999999}"
79,Dattco Inc,"44 River St, Agawam, MA 01001, USA","{'lat': 42.0988836, 'lng': -72.6352409}"
80,All Star Transportation LLC,"146 Huntingdon Ave, Waterbury, CT 06708, USA","{'lat': 41.5753824, 'lng': -73.0633556}"
81,All Star Transportation,"82 Bee Brook Rd, Washington Depot, CT 06794, USA","{'lat': 41.650971, 'lng': -73.3169138}"
82,All Star Transportation,"7 Dodd Rd, West Caldwell, NJ 07006, USA","{'lat': 40.8484921, 'lng': -74.29021}"
83,First Student Inc,"30 Taylor St, Newark, NJ 07104, USA","{'lat': 40.7584062, 'lng': -74.171039}"
84,Laidlaw,"5 School Rd, Staten Island, NY 10305, USA","{'lat': 40.607068, 'lng': -74.061773}"
85,T & D Bus Svc Inc,"505 Canoe Club Rd, Newark, DE 19702, USA","{'lat': 39.6502102, 'lng': -75.6852169}"
86,Colonial Transportation,"161 Airport Rd, Eldred, NY 12732, USA","{'lat': 41.534381, 'lng': -74.923284}"
87,Knotts Incorporated,"700 Wilmington Island Rd, Savannah, GA 31410, USA","{'lat': 32.005037, 'lng': -81.0000713}"
88,Lehane's Bus Svc,"2821 N Grand Ave, Enid, OK 73701, USA","{'lat': 36.4242653, 'lng': -97.8781406}"
89,Putnam County Exceptional Ed,"156 Horseman Club Rd, Palatka, FL 32177, USA","{'lat': 29.63118219999999, 'lng': -81.6942782}"
90,School Dst Putnam Cnty Fla,"301 Mellon Rd, Belmont, NC 28012, USA","{'lat': 35.228053, 'lng': -81.0495681}"
91,School Dst Putnam Cnty Fla,"200 Reid St #1, Palatka, FL 32177, USA","{'lat': 29.6477142, 'lng': -81.6299232}"
92,Schools-Public,"1001 Husson Ave, Palatka, FL 32177, USA","{'lat': 29.6391162, 'lng': -81.6524795}"
93,County Of Putnam School Board,"200 Reid St #1, Palatka, FL 32177, USA","{'lat': 29.6477142, 'lng': -81.6299232}"
94,Putnam County: Veterans Service Office,"515 Reid St, Siesta Key, FL 34242, USA","{'lat': 27.2866979, 'lng': -82.560154}"
95,School Dst Putnam Cnty Fla,"302 Mellon Rd, Palatka, FL 32177, USA","{'lat': 29.6437108, 'lng': -81.6694029}"
96,Putnam County School District,"200 Reid St #1, Palatka, FL 32177, USA","{'lat': 29.6477142, 'lng': -81.6299232}"
97,County Of Putnam,"515 Reid St Bldg 1a, Siesta Key, FL 34242, USA","{'lat': 27.2866979, 'lng': -82.560154}"
98,Rock Transportation Inc,"1310 Pamona Ln, The Villages, FL 32159, USA","{'lat': 28.9433326, 'lng': -81.9561878}"
99,First Student Inc,"10195 New Berlin Rd #104, Jacksonville, FL 32226, USA","{'lat': 30.41433349999999, 'lng': -81.5627705}"
100,Seminole County School Bus Dri,"813 Orienta Ave, Altamonte Springs, FL 32701, USA","{'lat': 28.6614258, 'lng': -81.3623913}"
101,School Board Orange County Fla,"6000 North Ln, Orlando, FL 32808, USA","{'lat': 28.5953285, 'lng': -81.4633425}"
102,Miami-Dade County Public Schools,"660 SW 3rd Ave, Florida City, FL 33034, USA","{'lat': 25.4414969, 'lng': -80.4786273}"
103,Northeast Transportation Center,"5901 NW 27th Ave, Miami, FL 33142, USA","{'lat': 25.8289846, 'lng': -80.2402563}"
104,A Plus Bus USA Corp,"8010 NW 56th St, Doral, FL 33166, USA","{'lat': 25.8235509, 'lng': -80.3279692}"
105,A Plus School Bus,"8010 NW 56th St, Doral, FL 33166, USA","{'lat': 25.8235509, 'lng': -80.3279692}"
106,Northwest Transportation Ctr,"9900 NW South River Dr, Medley, FL 33166, USA","{'lat': 25.8627381, 'lng': -80.33643980000001}"
107,Northwest Transportation Center,"9900 NW South River Dr, Medley, FL 33166, USA","{'lat': 25.8627381, 'lng': -80.33643980000001}"
108,Clearwater Bus Compound,"2190 Cleveland St, Eugene, OR 97405, USA","{'lat': 44.0360348, 'lng': -123.1261596}"
109,West County Bus Facility,"255 Cougar Way, Rotonda West, FL 33947, USA","{'lat': 26.9137492, 'lng': -82.2878538}"
110,Hernando County School Board,"3339 California St, San Francisco, CA 94118, USA","{'lat': 37.7870272, 'lng': -122.4484937}"
111,Hernando County School Board,"4057 California St, Spring Hill, FL 34604, USA","{'lat': 28.4879781, 'lng': -82.4637357}"
112,School Trnsp Solutions,"1400 McCain Pkwy, Pelham, AL 35124, USA","{'lat': 33.2739608, 'lng': -86.7982586}"
113,Brewton City Schools,"1102 W Craig St, Atmore, AL 36502, USA","{'lat': 31.0174925, 'lng': -87.5051107}"
114,Anderson Industrial Technology,"1200 E 32nd St, Chattanooga, TN 37407, USA","{'lat': 35.0070837, 'lng': -85.29716049999999}"
115,Anderson Industrial Technologies Inc,"1200 E 32nd St, Chattanooga, TN 37407, USA","{'lat': 35.0070837, 'lng': -85.29716049999999}"
116,Central Noble High School,"302 Cougar Ct, Albion, IN 46701, USA","{'lat': 41.398205, 'lng': -85.41856299999999}"
117,Central Noble Comm School Corp,"200 E Main St, Rochester, NY 14604, USA","{'lat': 43.157127, 'lng': -77.6072377}"
118,Central Noble Community School Corporation,"200 E Main St, Rochester, NY 14604, USA","{'lat': 43.157127, 'lng': -77.6072377}"
119,Central Noble Community School,"Cougar Ct N, Urban Estates, FL 34109, USA","{'lat': 26.2723942, 'lng': -81.75216499999999}"
120,Central Noble School Supt,"200 E Main St, Rochester, NY 14604, USA","{'lat': 43.157127, 'lng': -77.6072377}"
121,Albion Elementary School,"Cougar Ct N, Urban Estates, FL 34109, USA","{'lat': 26.2723942, 'lng': -81.75216499999999}"
122,Central Noble Cmnty Schl Corp,"401 E Highland St, Southlake, TX 76092, USA","{'lat': 32.9551821, 'lng': -97.1464732}"
123,Central Noble Cmnty Schl Bus,"915 E Main St, Russellville, AR 72801, USA","{'lat': 35.2786322, 'lng': -93.12237060000001}"
124,Central Noble Hs,"302 Cougar Ct, Albion, IN 46701, USA","{'lat': 41.398205, 'lng': -85.41856299999999}"
125,Central Noble Comm School Corp,"Cougar Ct N, Urban Estates, FL 34109, USA","{'lat': 26.2723942, 'lng': -81.75216499999999}"
126,Central Noble Community School,"200 E Main St, Rochester, NY 14604, USA","{'lat': 43.157127, 'lng': -77.6072377}"
127,Central Noble Middle School,"401 E Highland St, Southlake, TX 76092, USA","{'lat': 32.9551821, 'lng': -97.1464732}"
128,D & J Hauling Inc,"21011 Georgetown Rd, Lawrenceburg, IN 47025, USA","{'lat': 39.1761719, 'lng': -84.8616389}"
129,K & B Enterprises Inc,"22168 State Line Rd, Lawrenceburg, IN 47025, USA","{'lat': 39.19071700000001, 'lng': -84.83797799999999}"
130,M & M Bus Co Inc,"820 W 6th St, Austin, TX 78701, USA","{'lat': 30.2705898, 'lng': -97.7515272}"
131,Beck Bus Transportation Corp,"1501 N Evans Ave, Evansville, IN 47711, USA","{'lat': 37.9915826, 'lng': -87.551676}"
132,Metropltn School Dst Wrrn Cnt,"1222 IN-263, West Lebanon, IN 47991, USA","{'lat': 40.2986124, 'lng': -87.38644049999999}"
133,Durham School Svc,"Durham School Services, 2017 SE Oak Dr, Ankeny, IA 50021, USA","{'lat': 41.7095905, 'lng': -93.59694100000002}"
134,Bus Garage Sch Sioux Ctr Cmnty,"550 9th St NE, Sioux Center, IA 51250, USA","{'lat': 43.0871326, 'lng': -96.1669503}"
135,First Student,"1430 NW 8th Ave, Fort Lauderdale, FL 33311, USA","{'lat': 26.1449, 'lng': -80.152885}"
136,First Student Inc,"1430 NW 8th Ave, Fort Lauderdale, FL 33311, USA","{'lat': 26.1449, 'lng': -80.152885}"
137,Southern Iowa Transit Inc,"11 Bear Creek Estates Dr, Ottumwa, IA 52501, USA","{'lat': 41.0098158, 'lng': -92.47789979999999}"
138,Durham School Svc,"3640 Davenport Ave, Davenport, IA 52807, USA","{'lat': 41.557504, 'lng': -90.565512}"
139,Firstgroup America,"3640 Davenport Ave, Davenport, IA 52807, USA","{'lat': 41.557504, 'lng': -90.565512}"
140,American Consolidated,"2513 E Higgins Rd, Elk Grove Village, IL 60007, USA","{'lat': 42.0127943, 'lng': -87.948242}"
141,Barrington Transportation Co.,"315 S Hager Ave, Barrington, IL 60010, USA","{'lat': 42.15201160000001, 'lng': -88.1449599}"
142,Barrington Transportation Co,"315 S Hager Ave, Barrington, IL 60010, USA","{'lat': 42.15201160000001, 'lng': -88.1449599}"
143,Bath Central School District,"225 Circle Dr, Gibsonville, NC 27249, USA","{'lat': 36.0964213, 'lng': -79.5419253}"
144,Durham School Service,"211 IL-83, Prospect Heights, IL 60070, USA","{'lat': 42.0888596, 'lng': -87.93635259999999}"
145,Woodland Central Office North,"17366 W Gages Lake Rd, Grayslake, IL 60030, USA","{'lat': 42.3544256, 'lng': -87.9708442}"
146,Woodland Central Office North,"17371 W Gages Lake Rd, Grayslake, IL 60030, USA","{'lat': 42.3517609, 'lng': -87.97032279999999}"
147,Alltown Bus Service,"7300 St Louis Ave, Skokie, IL 60076, USA","{'lat': 42.0137364, 'lng': -87.7179524}"
148,Alltown Bus Svc Inc,"7300 St Louis Ave, Skokie, IL 60076, USA","{'lat': 42.0137364, 'lng': -87.7179524}"
149,Chicago School Transit North,"3211 Howard St, Skokie, IL 60076, USA","{'lat': 42.0188699, 'lng': -87.70945119999999}"
150,First Student Inc.,"200 Shepard Ave, Teaneck, NJ 07666, USA","{'lat': 40.9005609, 'lng': -73.99238919999999}"
151,Durham School Service,"2603 Bunker Hill Dr, Algonquin, IL 60102, USA","{'lat': 42.1690234, 'lng': -88.34201240000002}"
152,Durham School Svc,"2603 Bunker Hill Dr, Algonquin, IL 60102, USA","{'lat': 42.1690234, 'lng': -88.34201240000002}"
153,Durham School Svc,"38550 N Lewis Ave B, Beach Park, IL 60099, USA","{'lat': 42.4221076, 'lng': -87.85712389999999}"
154,First Student Inc,"22W760 Poss St, Glen Ellyn, IL 60137, USA","{'lat': 41.8964589, 'lng': -88.07167729999999}"
155,First Student Inc,"1207 Greenwood Ave, Austin, TX 78721, USA","{'lat': 30.2781704, 'lng': -97.69604299999999}"
156,First Student,"1207 Greenwood Ave, Austin, TX 78721, USA","{'lat': 30.2781704, 'lng': -97.69604299999999}"
157,First Student Inc,"425 N Villa Ave, Villa Park, IL 60181, USA","{'lat': 41.898442, 'lng': -87.96870659999999}"
158,Tlc Transportation Inc,"17475 Jovanna St, Homewood, IL 60430, USA","{'lat': 41.5726962, 'lng': -87.67544970000002}"
159,First Transit Inc,"2085 Oak Leaf St, Joliet, IL 60436, USA","{'lat': 41.51237220000001, 'lng': -88.1323797}"
160,Alpha School Bus Company Inc,"4702 Midlothian Turnpike, Crestwood, IL 60445, USA","{'lat': 41.6392277, 'lng': -87.73507579999999}"
161,Illinois School Bus Co Inc,"13939 S Cicero Ave, Crestwood, IL 60445, USA","{'lat': 41.6390684, 'lng': -87.7368838}"
162,Illinois School Bus Company Inc,"13939 S Cicero Ave, Crestwood, IL 60445, USA","{'lat': 41.6390684, 'lng': -87.7368838}"
163,Sunrise Southwest LLC,"4243 Midlothian Turnpike, Crestwood, IL 60445, USA","{'lat': 41.6402312, 'lng': -87.7247268}"
164,Carpenter Bus Sales Inc,"3333 Warrenville Rd, Naperville, IL 60563, USA","{'lat': 41.8075068, 'lng': -88.1155227}"
165,Cook County School Bus Inc,"2100 Clearwater Dr, Oak Brook, IL 60523, USA","{'lat': 41.8486211, 'lng': -87.9338516}"
166,National Express LLC,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
167,National Express Corporation,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
168,National Express Corp,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
169,National Express Corperation,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
170,First Student Inc,"250 W 63rd St., New York, NY 10023, USA","{'lat': 40.7738658, 'lng': -73.9883372}"
171,Durham School Services,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
172,Durham School Service,"4300 Weaver Pkwy #100, Warrenville, IL 60555, USA","{'lat': 41.8032917, 'lng': -88.16351859999999}"
173,Naperville Community Unit School,"605 W 5th Ave, Columbus, OH 43201, USA","{'lat': 39.98766500000001, 'lng': -83.0207535}"
174,Firstgroup America Inc,"55 Shuman Blvd # 400, Naperville, IL 60563, USA","{'lat': 41.8051098, 'lng': -88.1441139}"
175,Firstgroup America,"55 Shuman Blvd # 400, Naperville, IL 60563, USA","{'lat': 41.8051098, 'lng': -88.1441139}"
176,Firstgroup America Inc.,"55 Shuman Blvd # 400, Naperville, IL 60563, USA","{'lat': 41.8051098, 'lng': -88.1441139}"
177,Firstgroup America Inc Service And Operating Inqui,"55 Shuman Blvd # 400, Naperville, IL 60563, USA","{'lat': 41.8051098, 'lng': -88.1441139}"
178,Firstgroup America Inc...,"55 Shuman Blvd # 400, Naperville, IL 60563, USA","{'lat': 41.8051098, 'lng': -88.1441139}"
179,Firstgroup America Inc...,"55 Shuman Blvd, Naperville, IL 60563, USA","{'lat': 41.8051562, 'lng': -88.1441594}"
180,Firstgroup America Inc,"55 Shuman Blvd, Naperville, IL 60563, USA","{'lat': 41.8051562, 'lng': -88.1441594}"
181,First Student Inc,"487 Industrial Dr, Naperville, IL 60563, USA","{'lat': 41.7795359, 'lng': -88.216408}"
182,"Laidlaw International, Inc.","55 Shuman Blvd, Naperville, IL 60563, USA","{'lat': 41.8051562, 'lng': -88.1441594}"
183,Laidlaw International Inc,"55 Shuman Blvd, Naperville, IL 60563, USA","{'lat': 41.8051562, 'lng': -88.1441594}"
184,Illinois Central Railroad Comp,"NBC Tower, 455 N Cityfront Plaza Dr Fl 20, Chicago, IL 60611, USA","{'lat': 41.89020480000001, 'lng': -87.62102759999999}"
185,"Alltown Bus Service, Inc","2345 W Nelson St, Chicago, IL 60618, USA","{'lat': 41.9365585, 'lng': -87.6873311}"
186,Alltown Bus Svc Inc,"2345 W Nelson St, Chicago, IL 60618, USA","{'lat': 41.9365585, 'lng': -87.6873311}"
187,Alltown Bus Service Inc,"2345 W Nelson St, Chicago, IL 60618, USA","{'lat': 41.9365585, 'lng': -87.6873311}"
188,A M Bus Co,"100 W 91st St, Chicago, IL 60620, USA","{'lat': 41.7293755, 'lng': -87.6265679}"
189,O'Neal Transportation,"12544 Harford Rd, Fork, MD 21051, USA","{'lat': 39.46805450000001, 'lng': -76.4421227}"
190,Atlantic Express,"2940 W 36th St, Chicago, IL 60632, USA","{'lat': 41.8286493, 'lng': -87.69901689999999}"
191,Walls Transportation,"Kanpur, Uttar Pradesh 208025, India","{'lat': 26.4787992, 'lng': 80.292059}"
192,Walls Transportation Inc,"1515 W 74th St, Chicago, IL 60636, USA","{'lat': 41.7590675, 'lng': -87.6625441}"
193,Falcon Transportation Inc,"4155 W Chicago Ave #102, Chicago, IL 60651, USA","{'lat': 41.8949915, 'lng': -87.7308042}"
194,First Student Inc,"1902 1st Avenue, New York, NY 10029, USA","{'lat': 40.7846272, 'lng': -73.9431546}"
195,First Student Inc.,"1902 1st Avenue, New York, NY 10029, USA","{'lat': 40.7846272, 'lng': -73.9431546}"
196,Johannes Bus Service,"11-5 31st Ave, Astoria, NY 11106, USA","{'lat': 40.7696925, 'lng': -73.935028}"
197,Johannes Bus Svc Inc,"11-5 31st Ave, Astoria, NY 11106, USA","{'lat': 40.7696925, 'lng': -73.935028}"
198,Johannes Bus Service I,"11-5 31st Ave, Astoria, NY 11106, USA","{'lat': 40.7696925, 'lng': -73.935028}"
199,Harlem Transportation,"820 Roosevelt Rd, Wheaton, IL 60187, USA","{'lat': 41.8584804, 'lng': -88.0940832}"
200,Scenic Stage Line,"606 Portland Ave, St Paul, MN 55102, USA","{'lat': 44.9422372, 'lng': -93.1256121}"
201,Scenic Stage Line Inc,"606 Portland Ave, St Paul, MN 55102, USA","{'lat': 44.9422372, 'lng': -93.1256121}"
202,Illinois Valley Central High School,"1300 W Sycamore St, Chillicothe, IL 61523, USA","{'lat': 40.9126437, 'lng': -89.50330199999999}"
203,Illinois Vly Central U Sch Dis,"1300 W Sycamore St, Chillicothe, IL 61523, USA","{'lat': 40.9126437, 'lng': -89.50330199999999}"
204,Illinois Vly Centl High Schl,"1300 W Sycamore St, Chillicothe, IL 61523, USA","{'lat': 40.9126437, 'lng': -89.50330199999999}"
205,Illinois Valley Centl Usd 321,"1300 W Sycamore St, Chillicothe, IL 61523, USA","{'lat': 40.9126437, 'lng': -89.50330199999999}"
206,Illinois Valley Central High,"1300 W Sycamore St, Chillicothe, IL 61523, USA","{'lat': 40.9126437, 'lng': -89.50330199999999}"
207,Illinois Vly Central U,"1300 W Sycamore St, Chillicothe, IL 61523, USA","{'lat': 40.9126437, 'lng': -89.50330199999999}"
208,School Bus Garage,"202 E Falcon Hwy, Flanagan, IL 61740, USA","{'lat': 40.8716333, 'lng': -88.8572328}"
209,First Student Inc,"1103 Croxton Ave, Bloomington, IL 61701, USA","{'lat': 40.4699191, 'lng': -88.9778528}"
210,Illinois Central School Bus,"1103 Croxton Ave, Bloomington, IL 61701, USA","{'lat': 40.4699191, 'lng': -88.9778528}"
211,First Student Inc,"827 Cleveland Ave, Columbus, OH 43201, USA","{'lat': 39.98112320000001, 'lng': -82.9897434}"
212,Mc Lean County Unit Schl Dst 5,"1999 Eagle Rd, Normal, IL 61761, USA","{'lat': 40.54016499999999, 'lng': -88.9878248}"
